,country,description,points,price,winery,variety,title
862,Italy,"Alluring scents of Spanish broom, iris, berry and a hint of dried herb come together on this. The bright palate offers candied cherry, nectarine zest, white pepper and a hint of fennel while a mineral note signals the finish.",90,19.0,Tornatore,Rosato,Tornatore 2015 Rosato (Etna)
863,US,"Lighter bramble and red-currant fruits pop on the nose of this wine from the appellation's eastern end, as do baking-spice notes, crushed vanilla and hibiscus. It's airy on the palate, with tense cranberry and pomegranate, crushed oregano and dill, pencil lead minerality and a slowly simmering acidity.",90,45.0,West of Temperance,Pinot Noir,West of Temperance 2012 Rio Vista Vineyard Pinot Noir (Sta. Rita Hills)
864,Germany,"Quite rare in the U.S. market, this ripe richly berried wine is an excellent example of Frühburgunder, an early ripening mutation of Pinot Noir. Blackberry and plum flavors are fleshy and rich, offset by soft, sunny acidity and a supple silken mouthfeel. It's just faintly tannic and approachable now.",90,40.0,Winzergenossenschaft Mayschoss-Altenahr,Früburgunder,Winzergenossenschaft Mayschoss-Altenahr 2013 Trocken Früburgunder (Ahr)
866,Australia,"This is ripe, rich and even a touch tannic—almost more of a light red than a true rosé. This makes it ideally suited to serve alongside summer's various grilled meats. Raspberry and cola flavors finish spicy and round.",90,25.0,Beresford,Rosé,Beresford 2014 Handpicked Grenache Rosé (McLaren Vale)
867,US,"Fresh fruit flavors suggest a bowl full of berries and cherries. Crisp acids help to focus the wine, with spot-on varietal flavors and balance. Both elegant and complex, it's a lovely bottle from an under-the-radar producer.",90,40.0,Carabella,Pinot Noir,Carabella 2013 Estate Pinot Noir (Chehalem Mountains)
868,Chile,"Composed berry, spice, herb and oak aromas are complete and inviting. In the mouth, this is ripe and dense, with chewy tannins. Blackberry, mixed herb and dark chocolate flavors are integrated, while this settles nicely on the finish.",90,15.0,Carmen,Carmenère,Carmen 2014 Gran Reserva Carmenère (Colchagua Valley)
869,US,"The most reserved of this winery's Grenache studies, this bottling shows baked red cherry, red currant, cola and slate on the nose. An iron-based minerality shows on the earthy palate, which also offers chipped slate, cranberry and tart cherry elements. It's a tad light but still intriguingly textured.",90,42.0,Casa Dumetz,Grenache,Casa Dumetz 2014 Larner Grenache (Ballard Canyon)
870,US,"This is an amazingly tasty and focused wine that has the most distinctive black pepper character. It's medium-bodied, dark and smoky looking and quite flavorful, backing up the pepper with lively raspberry notes and staying lively from the first sip to the last.",90,29.0,Greenwood Ridge,Syrah,Greenwood Ridge 2013 Estate Bottled Syrah (Mendocino Ridge)
871,US,Chocolate and blackberry form an impressively generous and full-bodied personality in this 100% varietal wine aged 22 months in a hearty percentage of new oak. Big tannin and traces of cigar and espresso continue on the brawny theme.,90,42.0,Herencia,Merlot,Herencia 2013 Merlot (Napa Valley)
872,US,"Not such a rarity these days, Albariño is turning heads in California and Oregon. This tart, juicy, and deliciously fresh effort is loaded with tangy citrus and green apple fruit. It's leesy and textural, tasting of wet stones: in sum, a wonderfully refreshing summer white.",90,18.0,J. Scott Cellars,Albariño,J. Scott Cellars 2015 Albariño (Oregon)
873,Hungary,"This delicate Hungarian white wine is a blend of 86% Furmint, 9% Yellow Muscat and 5% Kabar. It has enticing aromas of white flowers, botrytis, gardenia, apple blossom and apricot that prepare your palate for flavors of peach juice, citrus zest, grapefruit juice, caramelized pineapple and a crisp clean finish.",90,16.0,Chateau Dereszla,White Blend,Chateau Dereszla 2014 Dry  (Tokaji)
874,Portugal,"Sousão gives intense color and that, along with its attractive perfume, makes a dense, intensely fruity wine. It is rich and weighty, the tannins well integrated with a ripe, juicy aftertaste.",90,40.0,Quinta do Vallado,Sousão,Quinta do Vallado 2009 Sousão (Douro)
876,Spain,"Ripe and sweet, with lush, raisiny aromas. The palate is flush, deep and layered, with baked berry, prune, toast and coffee flavors. This is a lot like Vall Llach's signature '07, but it's a bit more restrained and at $50 it's a better deal than the $95 wine. Still, it's a heavyweight to drink now through 2013.",90,50.0,Vall Llach,Red Blend,Vall Llach 2007 Idus Red (Priorat)
878,France,"Full-bodied wine, spiced with nutmeg and toast and give richness by sweet blackberry juice flavors. It is densely structured, rich with great fruit character as well as a powerful drive of rich tannins. Age this wine at least four years and more.",90,35.0,Château Bel-Air Ortet,Bordeaux-style Red Blend,Château Bel-Air Ortet 2009  Saint-Estèphe
879,France,"A solid effort, with attractive, balanced black currant fruits and ripe acidity. The wine layers fruit and integrated tannins. It feels chunky and dense, finishing dry.",90,45.0,Château Ferrière,Bordeaux-style Red Blend,Château Ferrière 2009  Margaux
880,US,"Impressive for its depth and deliciousness. The grapes are from Cline's estate on the Sonoma side of the Carneros district. The wine is dry, full-bodied and tannic, although you can drink it now. It's very rich in blackberries, currants, mushu plum sauce, grilled beef and smoky sandalwood, and seems at its best now.",90,20.0,Cline,Syrah,Cline 2008 Sonoma Estate Syrah (Los Carneros)
881,Spain,"Ripe black fruit aromas aren't overly complex or nuanced but they are generous. Feels tight, gritty and healthy, with firm tannins in front of black cherry and blackberry flavors. Mellows on the finish, where plum and prune flavors take over. Not a hard, fierce Priorat; drink now through 2014.",90,44.0,Fuentes,Red Blend,Fuentes 2008 Coraje Red (Priorat)
882,US,"Here's a big, rich, fruity Cabernet that satisfies for its array of blackberry, cherry, currant, mineral and oak flavors. It's dry and tannic, and the overall quality is quite high. The price makes it a good Buy. Drink through 2014",90,22.0,Fuse,Cabernet Sauvignon,Fuse 2009 Cabernet Sauvignon (Napa Valley)
884,US,"Pretty dark in color and full bodied for a sparkling wine, even one that's majority Pinot Noir. But it's delicious and dry, which surely are prime requisites for any bubbly. Shows ripe, flashy raspberry, strawberry, orange, vanilla, honey, yeast and toast flavors, and the mouthfeel is silky and refined.",90,28.0,J Vineyards & Winery,Sparkling Blend,J Vineyards & Winery NV Brut Rose Sparkling (Russian River Valley)
885,US,"So soft, silky and sweet in blackberries, cherries and red currants, it could be a big, ripe Pinot Noir. That's a compliment. Petite Sirah can often be overpowering. This one's delicate, elegant and frankly delicious. Best now and over the next four years.",90,27.0,Kokomo,Petite Sirah,Kokomo 2008 Petite Sirah (Dry Creek Valley)
886,France,"This Grenache-heavy blend (with 20% Syrah) offers a good amount of bittersweet cocoa powder and rich jammy black berries and all-fruit preserves on the nose and mouth. A hint of gaminess adds interest to the bouquet, while the crushed velvet texture and firm tannins transition into a long finish laced with earthy spice.",90,25.0,Loup Blanc,Rhône-style Red Blend,Loup Blanc 2007 La Mère Grand Red (Minervois)
887,Portugal,"Aromas of fresh-cut hay lead to a wine that has considerable concentration and good balance from wood aging. Very citrus with pineapple touches, it finishes with an herbaceous feel. The wine comes from a vineyard planted at the end of the 19th century.",90,60.0,Maritávora,Portuguese White,Maritávora 2009 Reserva Branco White (Douro)
888,US,"A complex mix of wild berry, cherry and somewhat brambly fruits provides a substantial core to this wine. The fruit rolls on through a slightly chalky patch, then finishes with a flourish of toast and graphite.",90,72.0,Owen Roe,Cabernet Franc,Owen Roe 2009 Slide Mountain Vineyard Cabernet Franc (Yakima Valley)
889,US,"A rich, tasty Pinot, packed with black cherry pie filling, cola, orange zest, star anise, cinnamon and sandalwood flavors that finish sweet and long. The texture is satisfying. Drink over the next several years.",90,44.0,Pacific Ridge,Pinot Noir,Pacific Ridge 2009 Red Label Pinot Noir (Sta. Rita Hills)
890,US,"If you like your Voigniers flamboyant, this one's for you. It's an explosion of tangerines, golden mangoes, peaches and pears, with buttery, creamy overtones and a finish of honey. Lots of zesty acidity adds a balancing scour to the mouthfeel.",90,28.0,Phoenix Ranch,Viognier,Phoenix Ranch 2009 Estate Viognier (Napa Valley)
891,US,"Delicious is the word that comes to mind drinking this Pinot Noir. It's young and vibrant in acidity, with waves of raspberries, persimmons, honey, cinnamon, cloves and smoky sandalwood. Good over the next five years.",90,29.0,2nd Chance,Pinot Noir,2nd Chance 2009 Pinot Noir (Santa Maria Valley)
892,US,"A riot of licorice, cassis, toast and berry, this 83% Cabernet Sauvignon/17% Petit Verdot Bordeaux-style blend is currently showing a lot of barrel flavors, with subdued but not insignificant fruit. Medium-grained tannins give the finish some gravitas.",90,58.0,Bergevin Lane,Bordeaux-style Red Blend,Bergevin Lane 2008 Stone Tree Vineyard Intuition Reserve Red (Columbia Valley (WA))
893,Australia,"This is an unusually complex Shiraz for the price, ably marrying meaty-savory notes with tart berries and plenty of weight on the palate. Crisp structure, finishes long, with lingering acids. Drink now–2018.",90,15.0,Hungerford Hill,Shiraz,Hungerford Hill 2008 Heavy Metal Shiraz (South Eastern Australia)
894,Italy,"Jacopo Biondi Santi hits a home run with this beautiful Morellino. The wine is smooth and dense, with lively cherry notes, soft spice and tobacco. It's straightforward and plush, but elegant at the same time.",90,29.0,Jacopo Biondi-Santi,Sangiovese,Jacopo Biondi-Santi 2008 Castello di Montepò  (Morellino di Scansano)
895,Italy,"Le Buche is an interesting winery to watch, and its various Tuscan blends show great promise. Memento is equal parts Sangiovese and Syrah with a soft, velvety texture and a bright berry finish.",90,45.0,Le Buche,Red Blend,Le Buche 2006 Giuseppe Olivi Memento Red (Toscana)
896,US,"Aged a little more than two years in 90% new French oak and then in bottle, time has been kind to this wine, a Syrah of dark mushroom and baked blackberry, that's savory and silky with a slight hint of mint on the finish. Mighty and impressive.",90,70.0,Leonesse Cellars,Syrah,Leonesse Cellars 2007 Signature Selection Syrah (Temecula Valley)
897,US,"Dusty and tight, with a whiff of coffee and cocoa introducing an elegant wine with interesting streaks of metal and graphite. Young fruit and fine tannins are in perfect balance, and the wine has a lovely delicacy.",90,39.0,Market Vineyards,Syrah,Market Vineyards 2008 Dividend Syrah (Columbia Valley (WA))
899,Italy,"Tuscany's Mazzei family delivers a wonderful Chianti Classico from their Fonterutoli estate that would pair perfectly with grilled meats or oven-roasted pasta. This is a soft, lush wine with bright cherry and spice notes, which drive a long, velvety finish.",90,28.0,Mazzei,Sangiovese,Mazzei 2009 Fonterutoli  (Chianti Classico)
900,Spain,"It has taken a few years but Morlanda has reached a nice place with this wine. Look for ripeness and concentrated black fruit aromas, and then a ripe palate with herbal blackberry and chocolate. Smooth on the finish, with a tiny bit of burn. Drink now through 2014.",90,48.0,Morlanda,Red Blend,Morlanda 2007 Criança Red (Priorat)
901,Portugal,"A wood-aged white, spicy and ripe. It has just the right balance of acidity to go with the ripe green plum and melon fruits. With a great bite of acidity to finish, this is a wine that will age for 3–4 years.",90,50.0,Quinta do Vallado,Portuguese White,Quinta do Vallado 2010 Reserva Branco White (Douro)
902,US,"White lily, popcorn kernel, citrus spray and underripe peach lead the well-integrated and restrained nose. The palate follows suit, remaining quiet and delicate in flavor concentration, yet loud in weight and texture. Salty citrus lingers on the finish.",87,22.0,Becker,Roussanne,Becker 2014 Reserve Bingham Vineyard Roussanne (Texas High Plains)
